,positive,negative,positive_percent,negative_percent,total_calls,term_frequency,idf
face,1580.0,1544.0,0.5057618437900128,0.49423815620998723,3124.0,0.06248,3.6184123289716776
facial,181.0,145.0,0.5552147239263804,0.4447852760736196,326.0,0.00652,5.996752388727267
factor,232.0,262.0,0.46963562753036436,0.5303643724696356,494.0,0.00988,5.565969472634813
fade,146.0,172.0,0.4591194968553459,0.5408805031446541,318.0,0.00636,6.014663315293797
fail,621.0,1563.0,0.28434065934065933,0.7156593406593407,2184.0,0.04368,4.002575498702119
failur,170.0,331.0,0.3393213572854291,0.6606786427145709,501.0,0.01002,5.550702000504025
fair,393.0,544.0,0.4194236926360726,0.5805763073639274,937.0,0.01874,4.932245712545669
fairli,489.0,532.0,0.4789422135161606,0.5210577864838394,1021.0,0.02042,4.814009264956783
faith,398.0,246.0,0.6180124223602484,0.38198757763975155,644.0,0.01288,5.172109910646956
fake,233.0,587.0,0.2841463414634146,0.7158536585365853,820.0,0.0164,4.9760483352040605
fall,1429.0,1568.0,0.47681014347681017,0.5231898565231898,2997.0,0.05994,3.6897392442174892
fall love,462.0,270.0,0.6311475409836066,0.3688524590163934,732.0,0.01464,5.150300194352407
fallen,140.0,133.0,0.5128205128205128,0.4871794871794872,273.0,0.00546,6.15683780407434
fals,159.0,186.0,0.4608695652173913,0.5391304347826087,345.0,0.0069,5.903596221602851
fame,292.0,167.0,0.6361655773420479,0.3638344226579521,459.0,0.00918,5.583428694006582
famili,1837.0,1178.0,0.6092868988391377,0.39071310116086233,3015.0,0.0603,3.476006552213444
familiar,614.0,382.0,0.6164658634538153,0.38353413654618473,996.0,0.01992,4.8471920329085325
famou,746.0,425.0,0.637062339880444,0.36293766011955597,1171.0,0.02342,4.647373707085441
fanci,136.0,140.0,0.4927536231884058,0.5072463768115942,276.0,0.00552,6.163806473390434
fantasi,433.0,371.0,0.5385572139303483,0.4614427860696517,804.0,0.01608,4.937360813212439
fantast,986.0,283.0,0.77698975571316,0.22301024428684002,1269.0,0.02538,4.569162772311605
far better,103.0,152.0,0.403921568627451,0.596078431372549,255.0,0.0051,6.247644252032521
fare,197.0,190.0,0.5090439276485789,0.49095607235142114,387.0,0.00774,5.806083128167484
farm,113.0,115.0,0.4956140350877193,0.5043859649122807,228.0,0.00456,6.2066701778222155
fascin,636.0,284.0,0.691304347826087,0.30869565217391304,920.0,0.0184,4.920075176925414
fashion,503.0,442.0,0.5322751322751322,0.46772486772486777,945.0,0.0189,4.908050983958612
fast,681.0,743.0,0.4782303370786517,0.5217696629213483,1424.0,0.02848,4.473788074296993
fast forward,46.0,313.0,0.12813370473537605,0.8718662952646239,359.0,0.00718,5.900904429937139
fat,182.0,300.0,0.3775933609958506,0.6224066390041494,482.0,0.00964,5.484744032712227
fatal,203.0,142.0,0.5884057971014492,0.41159420289855075,345.0,0.0069,5.903596221602851
fate,303.0,207.0,0.5941176470588235,0.40588235294117647,510.0,0.0102,5.4918615004810905
father,1118.0,866.0,0.563508064516129,0.436491935483871,1984.0,0.03968,3.911778839577815
fault,266.0,333.0,0.44407345575959933,0.5559265442404007,599.0,0.01198,5.369327862066109
favor,213.0,372.0,0.3641025641025641,0.6358974358974359,585.0,0.0117,5.3981760164037675
favorit,1606.0,550.0,0.7448979591836735,0.2551020408163265,2156.0,0.04312,4.024563355208113
favorit movi,233.0,41.0,0.8503649635036497,0.14963503649635035,274.0,0.00548,6.18144361487654
favourit,398.0,144.0,0.7343173431734318,0.2656826568265682,542.0,0.01084,5.3981760164037675
fear,635.0,430.0,0.596244131455399,0.403755868544601,1065.0,0.0213,4.7214226456195
featur,1342.0,1261.0,0.5155589704187477,0.48444102958125235,2603.0,0.05206,3.795590798431708
featur film,177.0,149.0,0.5429447852760736,0.4570552147239264,326.0,0.00652,5.996752388727267
feed,108.0,151.0,0.416988416988417,0.583011583011583,259.0,0.00518,6.188586502388921
feel good,252.0,78.0,0.7636363636363637,0.23636363636363633,330.0,0.0066,5.961865129726826
feel like,429.0,625.0,0.40702087286527516,0.5929791271347249,1054.0,0.02108,4.7871740231822795
feel sorri,78.0,164.0,0.32231404958677684,0.6776859504132231,242.0,0.00484,6.290369196698863
fell,289.0,385.0,0.4287833827893175,0.5712166172106825,674.0,0.01348,5.261600481398017
fellow,394.0,222.0,0.6396103896103896,0.36038961038961037,616.0,0.01232,5.308052954565558
felt,977.0,1186.0,0.45168747110494684,0.5483125288950532,2163.0,0.04326,4.0041877521750955
felt like,137.0,340.0,0.28721174004192873,0.7127882599580713,477.0,0.00954,5.585387558491915
femal,638.0,890.0,0.4175392670157068,0.5824607329842932,1528.0,0.03056,4.35988351796918
fest,84.0,203.0,0.2926829268292683,0.7073170731707317,287.0,0.00574,6.122704797704881
festiv,397.0,205.0,0.659468438538206,0.340531561461794,602.0,0.01204,5.233626629355611
fetch,127.0,126.0,0.5019762845849802,0.4980237154150198,253.0,0.00506,6.24384918106397
fi,346.0,461.0,0.42874845105328374,0.5712515489467163,807.0,0.01614,4.863252841058717
fiction,472.0,398.0,0.542528735632184,0.45747126436781604,870.0,0.0174,4.869941829209513
field,294.0,294.0,0.5,0.5,588.0,0.01176,5.31551011067364
fight,1041.0,1115.0,0.48283858998144713,0.5171614100185529,2156.0,0.04312,3.8735346406297446
fight scene,176.0,274.0,0.39111111111111113,0.6088888888888888,450.0,0.009,5.564048242456919
figur,833.0,956.0,0.4656232532140861,0.534376746785914,1789.0,0.03578,4.2244110053563135
fill,593.0,473.0,0.5562851782363978,0.4437148217636022,1066.0,0.02132,4.769675763941226
film 10,147.0,121.0,0.5485074626865671,0.45149253731343286,268.0,0.00536,6.217679463330585
film actual,177.0,210.0,0.4573643410852713,0.5426356589147288,387.0,0.00774,5.833346278925848
film bad,69.0,370.0,0.1571753986332574,0.8428246013667426,439.0,0.00878,5.7105507014459205
film base,146.0,120.0,0.5488721804511278,0.45112781954887216,266.0,0.00532,6.213996217914288
film best,210.0,75.0,0.7368421052631579,0.26315789473684215,285.0,0.0057,6.136218516871605
film better,143.0,153.0,0.4831081081081081,0.5168918918918919,296.0,0.00592,6.122704797704881
film charact,131.0,132.0,0.49809885931558934,0.5019011406844107,263.0,0.00526,6.210326489025326
film come,188.0,121.0,0.6084142394822006,0.39158576051779936,309.0,0.00618,6.064056070623374
film director,172.0,124.0,0.581081081081081,0.41891891891891897,296.0,0.00592,6.083225986731094
film end,213.0,234.0,0.47651006711409394,0.5234899328859061,447.0,0.00894,5.690748074149741
film feel,142.0,140.0,0.5035460992907801,0.4964539007092199,282.0,0.00564,6.146475017038793
film festiv,320.0,145.0,0.6881720430107527,0.31182795698924726,465.0,0.0093,5.597222016138917
film film,365.0,273.0,0.5721003134796239,0.42789968652037613,638.0,0.01276,5.309539943687136
film good,344.0,324.0,0.5149700598802395,0.4850299401197605,668.0,0.01336,5.260183046717044
film great,406.0,140.0,0.7435897435897436,0.2564102564102564,546.0,0.01092,5.484744032712227
film know,130.0,162.0,0.4452054794520548,0.5547945205479452,292.0,0.00584,6.132822927870466
film like,710.0,676.0,0.5122655122655123,0.4877344877344877,1386.0,0.02772,4.513266885270781
film littl,128.0,129.0,0.4980544747081712,0.5019455252918288,257.0,0.00514,6.255277876887592
film look,233.0,301.0,0.4363295880149813,0.5636704119850187,534.0,0.01068,5.508063475057371
film lot,155.0,104.0,0.5984555984555985,0.4015444015444015,259.0,0.00518,6.247644252032521
film mak,259.0,320.0,0.4473229706390328,0.5526770293609672,579.0,0.01158,5.342825921320603
film make,432.0,426.0,0.5034965034965035,0.49650349650349646,858.0,0.01716,5.018515249738665
film maker,128.0,212.0,0.3764705882352941,0.6235294117647059,340.0,0.0068,5.861373591180504
film movi,193.0,183.0,0.5132978723404256,0.48670212765957444,376.0,0.00752,5.866554949922501
film noir,187.0,66.0,0.7391304347826086,0.26086956521739135,253.0,0.00506,6.073595093670132
film quit,157.0,102.0,0.6061776061776062,0.3938223938223938,259.0,0.00518,6.24384918106397
film realli,370.0,415.0,0.4713375796178344,0.5286624203821656,785.0,0.0157,5.119067174662475
film releas,157.0,101.0,0.6085271317829457,0.3914728682170543,258.0,0.00516,6.236301975428587
film say,142.0,131.0,0.5201465201465202,0.4798534798534798,273.0,0.00546,6.17082404604908
film seen,302.0,339.0,0.4711388455538221,0.5288611544461779,641.0,0.01282,5.3215161347338515
film set,149.0,123.0,0.5477941176470589,0.4522058823529411,272.0,0.00544,6.188586502388921
film shot,132.0,110.0,0.5454545454545454,0.4545454545454546,242.0,0.00484,6.294345345078502
film show,241.0,93.0,0.7215568862275449,0.2784431137724551,334.0,0.00668,5.987915806926769
film star,161.0,135.0,0.543918918918919,0.45608108108108103,296.0,0.00592,6.099486507602874
film start,133.0,154.0,0.4634146341463415,0.5365853658536586,287.0,0.00574,6.136218516871605
film stori,159.0,138.0,0.5353535353535354,0.46464646464646464,297.0,0.00594,6.11268801946141
film take,175.0,119.0,0.5952380952380952,0.40476190476190477,294.0,0.00588,6.126066145407586
film th,117.0,127.0,0.47950819672131145,0.5204918032786885,244.0,0.00488,6.294345345078502
film think,204.0,176.0,0.5368421052631579,0.4631578947368421,380.0,0.0076,5.85109072422492
film time,361.0,269.0,0.573015873015873,0.426984126984127,630.0,0.0126,5.335163048575033
film tri,140.0,224.0,0.38461538461538464,0.6153846153846154,364.0,0.00728,5.892872258239875
film ve,285.0,323.0,0.46875,0.53125,608.0,0.01216,5.3598938298327505
film ve seen,219.0,217.0,0.5022935779816514,0.4977064220183486,436.0,0.00872,5.692929100096101
film want,121.0,142.0,0.4600760456273764,0.5399239543726235,263.0,0.00526,6.221376325211911
film watch,290.0,237.0,0.5502846299810247,0.4497153700189753,527.0,0.01054,5.52268896427635
film way,149.0,140.0,0.5155709342560554,0.4844290657439446,289.0,0.00578,6.136218516871605
film work,191.0,117.0,0.6201298701298701,0.3798701298701299,308.0,0.00616,6.067225645384653
film worth,194.0,124.0,0.610062893081761,0.389937106918239,318.0,0.00636,6.0452467386658775
film year,217.0,108.0,0.6676923076923077,0.3323076923076923,325.0,0.0065,6.014663315293797
filmmak,540.0,725.0,0.4268774703557312,0.5731225296442688,1265.0,0.0253,4.509248125675863
films,146.0,111.0,0.5680933852140078,0.43190661478599224,257.0,0.00514,6.2514537804491885
fin,98.0,153.0,0.3904382470119522,0.6095617529880478,251.0,0.00502,6.278534739051859
final,2239.0,1970.0,0.5319553338085056,0.46804466619149443,4209.0,0.08418,3.3084219781156134
final scene,201.0,128.0,0.6109422492401215,0.3890577507598785,329.0,0.00658,5.9908526666000785
financi,126.0,110.0,0.5338983050847458,0.4661016949152542,236.0,0.00472,6.290369196698863
find,1134.0,843.0,0.5735963581183612,0.4264036418816388,1977.0,0.03954,4.09800650739275
fine,1281.0,810.0,0.6126255380200861,0.3873744619799139,2091.0,0.04182,4.06061084570249
finest,378.0,85.0,0.816414686825054,0.18358531317494597,463.0,0.00926,5.615240521641596
finger,172.0,182.0,0.4858757062146893,0.5141242937853108,354.0,0.00708,5.843447374912352
finish,585.0,756.0,0.436241610738255,0.563758389261745,1341.0,0.02682,4.557169683236045
fire,179.0,237.0,0.43028846153846156,0.5697115384615384,416.0,0.00832,5.682071230124052
first,319.0,303.0,0.5128617363344051,0.4871382636655949,622.0,0.01244,5.3505479674145136
fish,139.0,160.0,0.46488294314381273,0.5351170568561873,299.0,0.00598,5.88226207912786
fit,834.0,638.0,0.5665760869565217,0.43342391304347827,1472.0,0.02944,4.439542495783826
fix,133.0,161.0,0.4523809523809524,0.5476190476190477,294.0,0.00588,6.064056070623374
flash,155.0,267.0,0.36729857819905215,0.6327014218009479,422.0,0.00844,5.669195515764007
flashback,318.0,326.0,0.4937888198757764,0.5062111801242236,644.0,0.01288,5.228124552201628
flat,259.0,686.0,0.2740740740740741,0.7259259259259259,945.0,0.0189,4.881513800193326
flaw,596.0,440.0,0.5752895752895753,0.42471042471042475,1036.0,0.02072,4.768808837142241
flesh,204.0,243.0,0.4563758389261745,0.5436241610738255,447.0,0.00894,5.599208114110547
fli,458.0,416.0,0.5240274599542334,0.4759725400457666,874.0,0.01748,4.864205675813988
flick,893.0,1398.0,0.3897861195984286,0.6102138804015713,2291.0,0.04582,3.9121466894991968
flight,137.0,125.0,0.5229007633587787,0.47709923664122134,262.0,0.00524,6.067225645384653
float,126.0,134.0,0.4846153846153846,0.5153846153846153,260.0,0.0052,6.1993974184931355
floor,247.0,282.0,0.4669187145557656,0.5330812854442344,529.0,0.01058,5.4636906235143945
flop,82.0,174.0,0.3203125,0.6796875,256.0,0.00512,6.188586502388921
flow,301.0,213.0,0.585603112840467,0.41439688715953304,514.0,0.01028,5.528229144651966
focu,461.0,351.0,0.5677339901477833,0.43226600985221675,812.0,0.01624,5.0285768214841005
focus,494.0,324.0,0.6039119804400978,0.39608801955990225,818.0,0.01636,5.035341221572643
folk,358.0,431.0,0.45373891001267425,0.5462610899873257,789.0,0.01578,5.06402936222603
follow,1838.0,1527.0,0.5462109955423476,0.45378900445765236,3365.0,0.0673,3.5605989215440044
food,253.0,254.0,0.4990138067061144,0.5009861932938856,507.0,0.01014,5.477676865489134
fool,189.0,385.0,0.32926829268292684,0.6707317073170731,574.0,0.01148,5.366173285317594
foot,323.0,428.0,0.43009320905459386,0.5699067909454061,751.0,0.01502,5.076917648418383
footag,310.0,450.0,0.40789473684210525,0.5921052631578947,760.0,0.0152,4.92918916406312
footbal,105.0,110.0,0.4883720930232558,0.5116279069767442,215.0,0.0043,6.092950536623088
for,448.0,540.0,0.4534412955465587,0.5465587044534412,988.0,0.01976,4.872822292074868
forc,1089.0,1167.0,0.48271276595744683,0.5172872340425532,2256.0,0.04512,3.959227498671621
ford,126.0,81.0,0.6086956521739131,0.3913043478260869,207.0,0.00414,6.005667752385219
foreign,255.0,211.0,0.5472103004291845,0.4527896995708155,466.0,0.00932,5.546921277664119
forest,110.0,144.0,0.4330708661417323,0.5669291338582677,254.0,0.00508,6.0767950964008035
forev,376.0,303.0,0.5537555228276878,0.4462444771723122,679.0,0.01358,5.25172037279831
forget,751.0,681.0,0.5244413407821229,0.4755586592178771,1432.0,0.02864,4.48221054067169
forgett,49.0,274.0,0.15170278637770898,0.848297213622291,323.0,0.00646,5.982067837044346
forgiv,190.0,195.0,0.4935064935064935,0.5064935064935066,385.0,0.0077,5.781927364288148
forgot,133.0,213.0,0.38439306358381503,0.6156069364161849,346.0,0.00692,5.9226444165735455
forgotten,362.0,288.0,0.556923076923077,0.44307692307692303,650.0,0.013,5.297705486040133
form,909.0,630.0,0.5906432748538012,0.4093567251461988,1539.0,0.03078,4.387314476293167
format,203.0,132.0,0.6059701492537314,0.3940298507462686,335.0,0.0067,5.93369425276013
formula,242.0,283.0,0.46095238095238095,0.539047619047619,525.0,0.0105,5.432918964847641
forth,171.0,197.0,0.46467391304347827,0.5353260869565217,368.0,0.00736,5.88226207912786
fortun,394.0,270.0,0.5933734939759037,0.40662650602409633,664.0,0.01328,5.287463991987936
forward,515.0,794.0,0.39343009931245226,0.6065699006875478,1309.0,0.02618,4.601621445806878
fourth,147.0,137.0,0.5176056338028169,0.4823943661971831,284.0,0.00568,6.102770582804064
fox,207.0,122.0,0.6291793313069909,0.3708206686930091,329.0,0.00658,5.6973054746958995
frame,381.0,288.0,0.5695067264573991,0.4304932735426009,669.0,0.01338,5.2158544596098135
franc,276.0,147.0,0.6524822695035462,0.34751773049645385,423.0,0.00846,5.613222357485358
franchis,64.0,163.0,0.28193832599118945,0.7180616740088106,227.0,0.00454,6.2288113036994295
frank,383.0,203.0,0.6535836177474402,0.3464163822525598,586.0,0.01172,5.258767618313713
frankli,165.0,309.0,0.34810126582278483,0.6518987341772151,474.0,0.00948,5.615240521641596
freak,156.0,291.0,0.348993288590604,0.651006711409396,447.0,0.00894,5.611208258113657
fred,142.0,111.0,0.5612648221343873,0.43873517786561267,253.0,0.00506,6.04835716108027
free,506.0,613.0,0.45218945487042,0.54781054512958,1119.0,0.02238,4.7148328359404434
freedom,274.0,78.0,0.7784090909090909,0.22159090909090906,352.0,0.00704,5.798774934860759
french,512.0,340.0,0.6009389671361502,0.39906103286384975,852.0,0.01704,4.732224578652312
frequent,226.0,217.0,0.510158013544018,0.489841986455982,443.0,0.00886,5.669195515764007
fresh,485.0,236.0,0.6726768377253814,0.32732316227461855,721.0,0.01442,5.187796506814656
friday,141.0,194.0,0.4208955223880597,0.5791044776119403,335.0,0.0067,5.887553096762275
friendli,184.0,109.0,0.6279863481228669,0.3720136518771331,293.0,0.00586,6.0767950964008035
friendship,382.0,99.0,0.7941787941787942,0.20582120582120578,481.0,0.00962,5.504440282687951
frighten,277.0,195.0,0.586864406779661,0.413135593220339,472.0,0.00944,5.589316836631804
from,137.0,150.0,0.47735191637630664,0.5226480836236933,287.0,0.00574,6.146475017038793
frustrat,270.0,274.0,0.4963235294117647,0.5036764705882353,544.0,0.01088,5.431236878664656
fu,83.0,91.0,0.47701149425287354,0.5229885057471264,174.0,0.00348,6.210326489025326
fulfil,182.0,107.0,0.629757785467128,0.370242214532872,289.0,0.00578,6.109371266835416
full,140.0,103.0,0.5761316872427984,0.4238683127572016,243.0,0.00486,6.274620839730724
fulli,412.0,261.0,0.612184249628529,0.387815750371471,673.0,0.01346,5.248915321870701
fun,2045.0,1432.0,0.5881507046304285,0.4118492953695715,3477.0,0.06954,3.45389320700783
fun watch,311.0,214.0,0.5923809523809523,0.40761904761904766,525.0,0.0105,5.50625023793319
function,122.0,122.0,0.5,0.5,244.0,0.00488,6.278534739051859
fund,73.0,181.0,0.2874015748031496,0.7125984251968505,254.0,0.00508,6.1957807780229475
funni movi,148.0,134.0,0.524822695035461,0.475177304964539,282.0,0.00564,6.132822927870466
funnier,140.0,162.0,0.46357615894039733,0.5364238410596027,302.0,0.00604,6.023740533444914
funniest,414.0,179.0,0.6981450252951096,0.3018549747048904,593.0,0.01186,5.347451989709385
funny,103.0,151.0,0.40551181102362205,0.594488188976378,254.0,0.00508,6.259116653194758
futur,740.0,520.0,0.5873015873015873,0.4126984126984127,1260.0,0.0252,4.5620906070502425
ga,108.0,127.0,0.4595744680851064,0.5404255319148936,235.0,0.0047,6.160316068450665
gag,259.0,331.0,0.43898305084745765,0.5610169491525423,590.0,0.0118,5.247515741516278
gain,267.0,202.0,0.5692963752665245,0.43070362473347545,469.0,0.00938,5.641854170159686
game,611.0,581.0,0.5125838926174496,0.48741610738255037,1192.0,0.02384,4.347866205965163
gang,272.0,315.0,0.46337308347529815,0.5366269165247018,587.0,0.01174,5.1851649263486
gangster,222.0,162.0,0.578125,0.421875,384.0,0.00768,5.595239854934926
garbag,111.0,642.0,0.14741035856573706,0.852589641434263,753.0,0.01506,5.110493943951987
garden,109.0,117.0,0.4823008849557522,0.5176991150442478,226.0,0.00452,6.2288113036994295
gari,187.0,134.0,0.5825545171339563,0.41744548286604366,321.0,0.00642,5.823346195591265
gather,168.0,148.0,0.5316455696202531,0.4683544303797469,316.0,0.00632,6.023740533444914
gave,932.0,1138.0,0.4502415458937198,0.5497584541062802,2070.0,0.0414,4.112286089609945
gay,238.0,315.0,0.43037974683544306,0.5696202531645569,553.0,0.01106,5.100785129825026
gem,613.0,161.0,0.7919896640826873,0.20801033591731266,774.0,0.01548,5.115383929246179
